address,area,desc,name,phone,room,status,unit
[请选择]新区狮山路、滨河路交汇处(滨河路西侧500米),51~68平米,商住楼,花样年CEO公寓,400-890-0000 转 808430,1居,在售,21000元/㎡起
[内环]姑苏干将东路北、仓街东,,"别墅,品牌地产",耦前别墅,400-890-0000 转 802160,耦前别墅价格待定,在售,价格待定
[请选择]相城相城大道和嘉元路交叉东南角(苏常加油站南),50~65平米,酒店式公寓,天虹品上中心,400-890-0000 转 827504,1居/2居,在售,13500元/㎡
"[请选择]相城润元路389号(润元路齐门北大街交汇处,轻轨2号线陆慕站出口)",45平米,"商住公寓,小户型",永金公寓,400-890-0000 转 818565,2居,在售,17500元/㎡
[中环以外]吴江汾湖经济技术开发区新友路与越秀路交汇口,,普通住宅,光樾华庭,400-890-0000 转 825098,光樾华庭具体开盘时间待定,在售,价格待定
[请选择]吴江东太湖大道与水秀街交汇处,,"标准写字楼,品牌地产",圣美财智汇商务大厦,400-890-0000 转 825966,圣美财智汇商务大厦近期加推3层酒店式公寓与写字楼,在售,价格待定往期12000元/㎡
[请选择]园区独墅湖北高和路南(高尔夫花园公交站南500米),750平米,"别墅,水景地产,特色别墅,低密居所",融创苏州桃花源,400-890-0000 转 657468,5居以上,在售,5500万元/套起
[请选择]新区风桅路与惠昌路交叉路口,93~130平米,"普通住宅,品牌地产",越秀江南悦府,400-890-0000 转 874124,3居/4居,在售,25000元/㎡
园区星港街199号(苏雅路与星阳街交界处),90~383平米,"商住楼,豪华居住区,国际化社区,酒店式公寓",东方之门,400-890-0000 转 661793,1居/2居/3居/4居/5居/5居以上,在售,45000元/㎡起
[请选择]吴中环太湖大道与烟波路交汇处,194~307平米,"别墅,品牌地产",花样年碧螺湾,400-890-0000 转 880969,4居/5居,在售,495万元/套起
[请选择]相城庆元路与澄和路交汇处(相城游泳馆东边10米处),85~161平米,"普通住宅,地铁沿线",万宇名都花园,400-890-0000 转 625111,2居/3居/4居,在售,21500元/㎡
[请选择]吴江长安路与芦荡路交叉口(长安中心河东),126~136平米,"普通住宅,品牌地产",招商雍雅苑,400-890-0000 转 824910,3居/4居,在售,18000元/㎡
[请选择]姑苏北园路与大唐家巷交汇处(拙政园东),246~556平米,"别墅,低密居所",北园府,400-890-0000 转 844534,4居/5居,在售,34700元/㎡
[请选择]相城澄阳路和新燕大道交汇处,94~138平米,"普通住宅,品牌地产",璞悦,400-890-0000 转 878841,3居/4居,在售,20000元/㎡起
[中环]相城南天成路南、修远路西,99~154平米,"住宅型公寓,品牌地产,不限购",朗诗蔚蓝广场,400-890-0000 转 894445,2居/3居,在售,16000元/㎡起
[请选择]吴江洋砂路9号,105~115平米,普通住宅,上湖名著,400-890-0000 转 884575,3居/4居,在售,24000元/㎡
[请选择]相城春秋路与方桥路交汇处,98~142平米,"普通住宅,品牌地产",苏州恒大悦珑湾,400-890-0000 转 839283,3居/4居,在售,26000元/㎡起
[请选择]相城御窑路1699号(轨交4号线龙道浜站向南800米),105~290平米,"普通住宅,科技住宅",中粮天悦,400-890-0000 转 873127,3居/4居,在售,28000元/㎡起
[请选择]相城人民路延伸段与阳澄湖西路交叉口,36平米,"商住楼,豪华居住区,酒店式公寓",合景峰汇商务广场,400-890-0000 转 813730,1居,在售,47万元/套起
[请选择]吴江平东路与百盛路,100~112平米,"普通住宅,品牌地产",中骏云景台,400-890-0000 转 882891,3居,在售,14000元/㎡
[请选择]吴中环太湖大道与山水路交汇处(东山游客集散中心西100米),56平米,"别墅,品牌地产,酒店式公寓",和昌紫竹云山墅,400-890-0000 转 833705,1居,在售,13000元/㎡起
[请选择]新区浒莲路69号,98~151平米,"普通住宅, 花园洋房",楠香雅苑,400-890-0000 转 858674,2居/3居,在售,24000元/㎡起
[请选择]相城虎丘湿地公园北华元路与通湖路路口,235~268平米,"别墅,品牌地产",九龙仓逅湾花园,400-890-0000 转 872201,3居/4居,在售,28688元/㎡
[请选择]新区真山路南侧规划路东侧,108平米,"普通住宅, 花园洋房,品牌地产",金地浅山风华,400-890-0000 转 883222,4居,在售,20000元/㎡
[请选择]吴中石湖东路与枫津路交汇口(姑苏锦江大酒店西侧50米),52平米,"普通住宅,品牌地产,景观居所,宜居生态地产",天誉生活广场,400-890-0000 转 614975,2居,在售,13000元/㎡起
[请选择]新区塔园路与何山路交汇处(枫桥大厦对面),60平米,"普通住宅,复合地产",津西新天地,400-890-0000 转 622238,1居/3居,在售,16500元/㎡起
[请选择]吴中太湖西路199号(龙西路与太湖西路交叉口),143~192平米,"普通住宅,湖景地产",颐和湾花园,400-890-0000 转 805169,2居/4居/5居,在售,29000元/㎡起
[请选择]姑苏人民路西泰华东,378~737平米,别墅,天房吴侬里,400-890-0000 转 880474,4居/5居,在售,35800元/㎡
[请选择]相城澄阳路与泰元路交汇处(恒励西子花园东50米),109~233平米,"普通住宅,特色别墅",当代万国墅ΜΟΜΛ,400-890-0000 转 834353,3居/4居/5居/5居以上,在售,25500元/㎡
[请选择]新区嵩山路与石林路间交界处(大阳山湿地公园东侧200米),300~360平米,"普通住宅,复合地产",长成锦溪禾府,400-890-0000 转 696528,4居,在售,19000元/㎡
[请选择]吴江八都铜七线与贯南一路交汇处,98~147平米,"普通住宅, 住宅底商,花园洋房",富都花园,400-890-0000 转 841511,3居/4居,在售,8000元/㎡起
[请选择]姑苏人民路北延线与平泷路交叉口西南侧(苏大附属第一医院北侧),41~102平米,"购物中心,复合地产",苏州城市生活广场,400-890-0000 转 811976,1居/2居,在售,15000元/㎡起
[中环]吴中临湖实验小学北侧,,"普通住宅,品牌地产",奥园观湖悦府,400-890-0000 转 822735,奥园观湖悦府预将于6月16日举办产品发布会,在售,价格待定
[中环]吴中金枫南路888号,,普通住宅,雅礼苑,400-890-0000 转 890058,雅礼苑具体开盘时间信息待定,在售,价格待定
[请选择]吴江中山南路与文苑路交叉口(中国农业银行旁),37~73平米,"购物中心,复合地产,酒店式公寓",金鹰商业中心,400-890-0000 转 624451,1居,在售,10000元/㎡
[请选择]吴中东山大道与腾飞路交接处(近新市街),,"酒店式公寓,湖景地产",太湖悦达广场,400-890-0000 转 649239,太湖悦达广场预计后期加推3.5米挑高公寓,在售,9000元/㎡
[请选择]相城阳澄湖东路168号(中兴高尔夫球场内),457~680平米,"普通住宅,水景地产",银丽高尔夫别墅,400-890-0000 转 657205,4居/5居以上,在售,1970万元/套起
[请选择]吴中友新路99号(友新路与石湖西路交汇处往南300米),97~794平米,"普通住宅, 大平层,豪华居住区",世茂石湖湾,400-890-0000 转 843392,2居/3居/4居/5居/5居以上,在售,1700万元/套起
吴中国家旅游区环太湖大道138号(蒯祥公园西侧500米),93~300平米,"别墅,宜居生态地产,打折优惠楼盘",太湖上景花园,400-890-0000 转 658435,2居/3居/4居/5居/5居以上,在售,450万元/套起
[请选择]园区亭盛街、唯观路交汇处(临时售楼处:园区久光百货展厅),193~320平米,"别墅,品牌地产,低密居所",万科大家,400-890-0000 转 839275,2居/3居,在售,1800万元/套
[请选择]吴中伍相路与香山南路交汇处,,"普通住宅,湖景地产",花样年别样城,400-890-0000 转 867648,花样年别样城价格待定,在售,价格待定往期15000元/㎡
[请选择]新区桑园路与北津东路交叉口(浒墅关中心小学往南200米),100~147平米,"普通住宅,品牌地产",运河与岸,400-890-0000 转 881396,3居/4居,在售,23000元/㎡
[请选择]吴江张园东路1777号(大阳湖花园东侧100米处),,"别墅,湖景地产",碧桂园十里江南,,碧桂园十里江南已售完,在售,
[请选择]吴江长安路和云龙西路交汇处,,普通住宅,华润悦府东,,华润悦府东已售完,售完,
[请选择]相城漕湖湾广济北路与凤北荡路交汇处界处(大圩娄路北),150平米,"普通住宅, 商住公寓,宜居生态地产",东渡湖韵青城花园,400-890-0000 转 806118,4居,售完,17000元/㎡
[中环以外]相城顺贤路与湘洲路交汇处,,"联排, 普通住宅,品牌地产",天曦,400-890-0000 转 886380,天曦价格待定,售完,价格待定
[请选择]新区科技城中心区龙山路与科研路交界处(诺贝尔湖附近),259~441平米,"别墅,特色别墅,豪华居住区",悦瀜庄,400-890-0000 转 658088,4居/5居,售完,780万元/套起
[请选择]新区建林路和华山路延伸段(白马涧龙池景区北),420~518平米,"别墅,山景地产,豪华居住区,低密居所",见山独栋,400-890-0000 转 661429,5居/5居以上,售完,1000万元/套起
[请选择]吴江汾湖高新区重庆路与北京路交汇处,90~150平米,"普通住宅, 叠拼,特色别墅",湖悦天境花园,400-890-0000 转 813936,2居/3居/4居,售完,25000元/㎡
[请选择]相城苏虞张公路与漕湖大道交汇处往西600米,105~138平米,"普通住宅,品牌地产",恒大珺睿庭,400-890-0000 转 825493,3居/4居,售完,28500元/㎡
[请选择]相城青龙港路58号,,"酒店式公寓,地铁沿线",隽荟SOHO,400-890-0000 转 838760,隽荟SOHO目前酒店式公寓在售面积68-113㎡,售完,13000元/㎡
[请选择]吴江盛泽市场西路599号(舜湖西路与利国路交汇处),141~179平米,"普通住宅,湖景地产",立新天鸿国际花园,400-890-0000 转 809688,4居/5居,售完,10000元/㎡
[请选择]新区锦峰路与科新路交汇处(太湖大道北侧),,"商住公寓,loft",立德绿筑空间,400-890-0000 转 648192,立德绿筑空间目前在售装修公寓面积约52-58㎡,售完,10000元/㎡
[请选择]吴江鲈乡南路与木家圩路交汇处,,"住宅底商,地铁沿线",香槟街,400-890-0000 转 807234,香槟街55万元/套起,售完,55万元/套起
[请选择]吴中邵昂路与兴昂路交汇处往西100米(招商小石城北侧),,"市场类商铺,打折优惠楼盘",欧蓓莎中华美食城,400-890-0000 转 678568,欧蓓莎中华美食城在售商铺建筑面积为30-40㎡,售完,17000元/㎡起
[中环]相城安元路888号,,"普通住宅,品牌地产",海玥名都,400-890-0000 转 849955,海玥名都6月已经开盘,售完,28000元/㎡
[中环]新区桑园路与北津东路交叉口,89~145平米,"普通住宅,品牌地产",洛克公园,400-890-0000 转 878900,3居/4居,售完,22000元/㎡起
[请选择]吴中北溪江路与溪秀路交界处(近溪江会所),157~355平米,"普通住宅, 大平层,湖景地产,科技住宅",石湖天玺,400-890-0000 转 628586,2居/3居/4居/5居,售完,17000元/㎡起
[请选择]吴中太湖度假区香山实验小学北侧,112~150平米,"联排, 普通住宅,湖景地产",北辰观澜府,400-890-0000 转 858663,3居/4居,售完,18363元/㎡
[中环以外]常熟滨江碧浒路与龙腾南路交汇处(滨江实验中学西侧),88~140平米,"普通住宅,品牌地产,小户型",铂珺花园,400-890-0000 转 839781,3居/4居,售完,13000元/㎡起
[中环]相城文灵路东黄蠡路南,106~168平米,"普通住宅,品牌地产",四季和鸣雅园,400-890-0000 转 897586,3居/4居,售完,价格待定
[请选择]吴江南环路与中心大道交汇处(禧云龙酒店对面),107~175平米,"普通住宅,品牌地产,湖景地产",悦棠湾花苑,400-890-0000 转 840441,3居/4居,售完,10000元/㎡
[请选择]吴中友新高架主路与天鹅荡路交汇处(永旺超市对面),111~118平米,"普通住宅,地铁沿线",歌林小镇,400-890-0000 转 836750,3居,售完,价格待定往期23000元/㎡
[请选择]吴中太湖度假区香山南路与承祖路交汇处(湿地公园北面约1公里),60~195平米,"普通住宅,品牌地产",中旅水泊堂前,400-890-0000 转 834697,2居/3居/4居,在售,550万元/套起
[请选择]新区兴贤路南、树山路东(树山休闲广场南200米),,"别墅,特色别墅",泉山雅院,400-890-0000 转 839073,泉山雅院公寓价格13000-16000元/㎡,在售,13000元/㎡起
[中环]新区旺家府街与凤凰峰路交汇处,,"普通住宅, 花园洋房,花园洋房",翡翠四季,400-890-0000 转 838856,翡翠四季已清盘,在售,28000元/㎡
[请选择]吴江高新区城司路与洋砂路交汇处(城司路江苏银行东侧),55~64平米,"普通住宅,地铁沿线,配套商品房",嘉乐城,400-890-0000 转 648845,2居,在售,13500元/㎡
[请选择]吴江运东大道199号,,"普通住宅, 住宅底商,小户型",敏华聚珑阁,400-890-0000 转 842968,敏华聚珑阁在售高层装修准现房均价14800元/㎡,在售,12000元/㎡
[请选择]吴江江陵东路8号(江陵东路与庞北路交汇处),55~85平米,"酒店式公寓,品牌地产,低总价,小户型",格林悦城2期,400-890-0000 转 830576,2居/3居,在售,13500元/㎡
[请选择]吴江双泽路600号(沈家坝北400米),386平米,"别墅,旅游地产",太阳岛花苑,400-890-0000 转 825002,4居,在售,8800元/㎡起
[请选择]吴中临湖镇腾飞路168号(腾飞路与环镇路交叉口),330~366平米,"别墅,中式地产,打折优惠楼盘",庄子,400-890-0000 转 662401,5居,在售,380万元/套
[中环]相城富元路2011号,,"商住楼,地铁沿线",翡丽风尚,400-890-0000 转 893232,翡丽风尚价格13000元/㎡,在售,13000元/㎡
[请选择]相城阳澄湖镇湘太路99号(阳澄湖镇苏嘉杭高速出口处),266~475平米,"别墅,中式地产,打折优惠楼盘",和沁园,400-890-0000 转 674453,3居/4居/5居,在售,480万元/套起
[请选择]吴中明清街188号(木渎西街与新姜窑路交叉口),414~439平米,"别墅,特色别墅",合润御府,400-890-0000 转 831600,4居,在售,800万元/套
[请选择]吴中东吴北路170号(人民路与南环交汇处向南200米),49~80平米,"酒店式公寓,地铁沿线",克拉公馆,400-890-0000 转 831997,1居/2居,在售,22000元/㎡起
[请选择]吴中环太湖大道与山水路交汇处(东山游客集散中心西100米),56~59平米,酒店式公寓,紫竹云山坊,400-890-0000 转 847810,1居,在售,13000元/㎡起
[请选择]吴中东湖路与兴吴路交叉口(清树湾地铁口南),,"商住楼,品牌地产",新城吾悦邻里广场,400-890-0000 转 881963,新城吾悦邻里广场预计7月底开盘,在售,价格待定
[请选择]相城黄埭镇新行政中心对面(春丰路与康阳路交汇处),89~208平米,"普通住宅,经济住宅",泰峰名人金谷园,400-890-0000 转 670933,3居/4居/5居以上,在售,18000元/㎡
[请选择]吴江汾湖经济开发区南京路369号,,"购物中心,现房",汾湖新天地,400-890-0000 转 833141,汾湖新天地目前在售商铺房源,在售,17000元/㎡起
[请选择]新区长江路436号(长江路与邓尉路交叉口处),,"购物中心,品牌地产",绿宝广场步行街,400-890-0000 转 618849,绿宝广场步行街在售20000元/平起的商铺房源,在售,20000元/㎡起
[请选择]吴江甘溪路与北京路交叉口西南角,,"商住楼,不限购",金水岸商务广场,400-890-0000 转 879195,金水岸商务广场在售价格12000-15000元/㎡,在售,12000元/㎡起
[请选择]新区镇湖刺绣艺术馆西(生态城管委会对面),245~340平米,"别墅,特色别墅",永新太湖苏里,400-890-0000 转 657412,4居/5居以上,在售,16000元/㎡起
[请选择]吴江太湖新城松陵大道和开平路交汇处(地铁4号线松陵大道站),,"普通住宅,经济住宅",万象汇花园,,万象汇花园已售完,在售,
[内环]姑苏西园路与西环高架交汇处往西500米(靠大运河),148~466平米,"普通住宅,品牌地产",绿都蘇和雅集,400-890-0000 转 883748,3居/5居以上,待售,630万元/套
[中环以外]吴江黄沙路与同安东路交叉口向北100米,,"别墅,品牌地产",太湖新城天玺,400-890-0000 转 863578,4居,待售,价格待定往期180万元/套
[请选择]吴江兴吴路与枫津路交汇处东侧(南师大附小对面),,"普通住宅,地铁沿线",新城招商香溪源,,新城招商香溪源已售完,待售,
[中环以外]吴中太湖度假区天镜路与后塘路交汇处,,"普通住宅,品牌地产",新力云语铂园,400-890-0000 转 824604,新力云语铂园价格待定,待售,价格待定
[请选择]吴中吴郡与君益街交汇处(永旺梦乐城东100米处),,"普通住宅,湖景地产",太湖颐景,,太湖颐景价格待定,待售,
[请选择]新区玉山路40-55号(淮海街与玉山路交汇处),63~65平米,"普通住宅, 住宅型公寓,科技住宅",新创玉山广场,400-890-0000 转 649443,2居,待售,22000元/㎡起
[请选择]吴中太湖胥口旅游专线路899号(太湖公园北侧800米处),83~116平米,"普通住宅,复合地产",太湖水云天,400-890-0000 转 658062,2居/3居,待售,价格待定往期20000元/㎡
[请选择]新区鸿禧路26号(大白荡公园西面),330~476平米,"别墅,特色别墅,宜居生态地产",冠城大通珑湾,400-890-0000 转 626551,5居/5居以上,待售,15000元/㎡起
[请选择]吴中苏州市吴中大道南侧邵昂路86号,50~106平米,"市场类商铺,品牌地产",国风华苑,400-890-0000 转 806864,1居/2居,待售,11000元/㎡起
[请选择]吴中金庭镇(西山岛)石公路99号(樟坞站公交站台附近),,"别墅,低密居所",涵园,400-890-0000 转 669678,涵园在售建筑面积为140㎡、630㎡的别墅,待售,380万元/套起
[请选择]吴江通运北路297号,127~145平米,"普通住宅,品牌地产",望月湾雅舍,400-890-0000 转 881309,4居,待售,14500元/㎡
[请选择]园区旺敦路与思安街交汇处(园区管委会附近),,"商住楼,现房,复合地产,酒店式公寓",丰隆城市生活广场写字楼,400-890-0000 转 894288,丰隆城市中心写字楼租金均价约110元/平·月,待售,95元/平方米.月起
[请选择]吴江东太湖大道11888号(苏州湾阅湖台东300米),268~336平米,"商住公寓,湖景地产,旅游地产",云玺湖滨商务广场,400-890-0000 转 844192,5居,待售,27000元/㎡起
[请选择]吴中先锋路与苏蠡路交汇处,62~72平米,"酒店式公寓,品牌地产,低总价,地铁沿线",中海先锋时代,400-890-0000 转 846110,2居,待售,20000元/㎡
[请选择]吴中甪直镇鸣市路35号,83~132平米,"普通住宅,现房,经济住宅",泓润新城华府,400-890-0000 转 833949,2居/3居,待售,21000元/㎡起
[请选择]吴中太湖旅游度假区环太湖大道北侧、梅舍路西侧(太湖旅游度假区内),295平米,"别墅,景观居所,低密居所",恒润太湖壹号,400-890-0000 转 628954,4居,待售,800万元/套起
[请选择]新区长江路与狮山路交汇处(金鹰北约20米),62~161平米,"酒店写字楼,品牌地产",狮山中心,400-890-0000 转 812031,1居/2居,待售,价格待定周边23833元/㎡
[中环以外]吴江万宝路与七都大道交汇处,,"普通住宅, 花园洋房,品牌地产",达西庄园,400-890-0000 转 890417,达西庄园备案价13000-14000元/平左右,待售,13000元/㎡起
[中环]园区亭隆路与唯正路交汇处(唯亭科技创业大厦正西),,购物中心,联合广场,400-890-0000 转 803103,联合广场在售一楼商铺价格30000元/㎡,待售,13000元/㎡起
[请选择]姑苏新市路298号(田家炳实验中学对面),,"别墅,旅游地产",庆园,400-890-0000 转 817119,庆园在售价格为：1200万元/套起,待售,1200万元/套起
[请选择]相城南京师范大学苏州高铁新城实验学校往北5分钟车程,47~100平米,"住宅底商,loft,酒店式公寓",金艺百汇广场,400-890-0000 转 668481,2居/3居/4居,在售,15000元/㎡起
[请选择]相城嘉元路与齐门北大街交汇处(往东50米中翔时尚广场一楼),,"市场类商铺,地铁沿线",中翔广场时尚mall,400-890-0000 转 644109,中翔广场时尚mall案场1楼商铺在售均价约38000元/㎡,在售,17000元/㎡起
[请选择]新区新丰路与星宇路交汇处(大白荡公园南),,"住宅底商,中式地产",旭辉百合商业广场,400-890-0000 转 812331,旭辉百合商业广场尾盘在售建筑面积95㎡-105㎡,在售,10000元/㎡
[请选择]相城高铁新城城通路与青龙港路交汇处,,"标准写字楼,地铁沿线,loft",领寓商务广场,400-890-0000 转 803895,领寓商务广场项目暂停销售，详情请咨询案场,在售,价格待定往期12800元/㎡
[请选择]园区复兴街与双圩路交叉口(时尚舞台商城西侧),50~100平米,"商住公寓,酒店式公寓",悦东区,400-890-0000 转 836957,2居/3居,在售,16000元/㎡起
[请选择]吴中环湖大道68号(国家旅游度假区),41~103平米,"商住楼,酒店式公寓,打折优惠楼盘",苏州太湖城仕高尔夫酒店公寓,400-890-0000 转 655930,1居/2居,在售,18000元/㎡起
[请选择]园区方洲路南、钟南街东(儿童医院北侧),,"普通住宅,豪华居住区",苏州唐宁府,,苏州唐宁府已售完,在售,
[请选择]吴江澜溪二路与绸都大道交汇处,231平米,"别墅,品牌地产,特色别墅",禹洲雍泽府,400-890-0000 转 867318,4居,在售,21000元/㎡
[请选择]新区何山路与金枫路交界处(中环西线100米),,"普通住宅,小户型",金地名悦,,3居,在售,
[中环]吴中东方大道与郭渔路交叉口(独墅湖生态公园北约500米),280~360平米,"普通住宅, 花园洋房,品牌地产,湖景地产",国领花园,400-890-0000 转 805753,5居以上,在售,1400万元/套起
[请选择]吴中环湖路399号(尹山湖运动公园北),290~340平米,"普通住宅, 大平层,水景地产",常青藤花园,400-890-0000 转 645469,4居/5居,在售,990万元/套
[请选择]吴江高新路吴江中学正对面,,"普通住宅,品牌地产,地铁沿线,景观居所",北极星尚雅苑,,北极星尚雅苑已售完,在售,
[请选择]吴中长江路与苏福路(南环延长线)交汇处(1号线玉山路站南),55平米,"普通住宅,复合地产",红星国际生活广场,400-890-0000 转 625501,1居,在售,15000元/㎡起
[中环]吴江康桥路88号,,"普通住宅,品牌地产",豪门府邸,400-890-0000 转 899640,豪门府邸价格待定,在售,价格待定
[请选择]吴中太湖新城东太湖路和永旺路交汇处(吴郡路侧),128~191平米,"普通住宅, 商住公寓,湖景地产",苏州湾湖畔花园,,4居,在售,
[请选择]吴中石湖路友新路交叉口处,,"购物中心,品牌地产",苏州吴中万达广场,400-890-0000 转 660610,苏州吴中万达广场在售均价18000元/㎡的复式房源,在售,18000元/㎡
[请选择]新区科技城天佑路与科业路交汇处往西100米,,"普通住宅,科技住宅",中航樾玺,,中航樾玺已售完,在售,
"[请选择]吴中东欣路以西,腾胥路以北 (新胥东路与采香街交汇处)",,"普通住宅,景观居所,宜居生态地产",澳海胥江湾,400-890-0000 转 690702,澳海胥江湾住宅已售完,在售,价格待定往期190万元/套
[请选择]吴中金庭镇金庭7路(金庭人民医院西北2000米),338~443平米,"别墅,特色别墅",太湖华府,400-890-0000 转 807148,5居/5居以上,在售,13000元/㎡起
[请选择]甘虞路与蘅芳路交叉口东北侧,99~117平米,"普通住宅,花园洋房,景观居所",中洲花溪樾,400-890-0000 转 846791,3居/4居,在售,12500元/㎡起
[请选择]相城嘉元路818号(采莲路与嘉元路口),50~95平米,"酒店式公寓,小户型,地铁沿线",NEO101臻邸,400-890-0000 转 807343,1居/2居,在售,17000元/㎡起
[请选择]姑苏人民路泰华东楼南侧,420平米,"别墅,品牌地产",名雅里,400-890-0000 转 846997,4居,在售,1600万元/套起
[请选择]吴江开平路与风清路交汇处,55~93平米,"酒店写字楼,酒店式公寓",金奥诺阁雅社区,400-890-0000 转 844652,1居,在售,13000元/㎡起
[内环]姑苏横塘东街与解放西路交汇处,,"别墅,品牌地产",华发公馆,400-890-0000 转 814648,华发公馆具体开盘时间待定,在售,价格待定
[中环]吴中梧桐街9号(兴昂路与梧桐街交汇处),50~84平米,"商用公寓,酒店式公寓",和城养老有伴社区,400-890-0000 转 875473,1居/2居,在售,16000元/㎡
[请选择]相城阳澄湖东路与东环路北沿段交叉口北侧(天亚水景苑南),312~469平米,"别墅,豪华居住区,特色别墅,打折优惠楼盘",天鹅湖庄园,400-890-0000 转 664011,4居/5居,在售,1380万元/套
[请选择]姑苏人民路680号(原铁道师范学院内),614平米,"别墅,特色别墅,低密居所",桃坞郡府,400-890-0000 转 664722,4居,在售,1600万元/套起
[请选择]园区旺墩路269号(久光百货对面),,"标准写字楼,现房",圆融中心,400-890-0000 转 810848,圆融中心案场写字楼在售建筑面积约275-350㎡,在售,23000元/㎡
[请选择]园区现代大道与思安街交汇处(圆融天幕北),,酒店式公寓,协鑫广场,400-890-0000 转 831605,协鑫广场项目少量公寓在售均价约40000-43000元/㎡,在售,40000元/㎡起
[请选择]姑苏西大营门57号(平四路首末站旁),399~445平米,"别墅,特色别墅,中式地产",桃坞巷,400-890-0000 转 657606,4居,在售,1280万元/套起
[请选择]吴江西二环路与舜湖西路交汇处(原皇家领誉售楼处),200~360平米,"普通住宅,教育地产",橡逸湾,400-890-0000 转 800897,4居,在售,14000元/㎡起
[请选择]吴中独墅湖西墅岛路南、东方大道东侧(独墅湖岛南端),165~220平米,"别墅,水景地产",保利独墅,400-890-0000 转 833372,4居,在售,3500万元/套
[请选择]园区星湖街阳澄湖大道交汇处,,"标准写字楼,品牌地产,酒店式公寓,宜居生态地产",曼哈顿广场,400-890-0000 转 683034,曼哈顿广场在售写字楼位于3#、8#,在售,12000元/㎡起
[请选择]园区华池街88号(国际博览中心东侧),,"酒店写字楼,水景地产,地铁沿线",晋合广场,400-890-0000 转 662330,晋合广场写字楼在售面积约为800㎡与2000㎡,在售,25000元/㎡
"[请选择]吴中晓南路西侧,甫龙路1号(旺府井商业街东面1000米)",,"别墅,品牌地产,特色别墅",中梁首府壹号院,,中梁首府壹号院已售完,在售,
[请选择]姑苏城北西路与金储街交汇处,48~156平米,"商住楼,小户型",E公馆,400-890-0000 转 868399,2居/3居/4居/5居,在售,11000元/㎡起
[请选择]吴中尧峰山南与吴中大道交汇处(尧南花苑东约500米),,"合院,特色别墅,山景地产",天然居文化坞栖谷坊,400-890-0000 转 859819,天然居文化坞栖谷坊预计2019年上半年交房,在售,700万元/套起
[请选择]吴中木渎镇珠江南路788号(珠江南路、花苑东路交界),,"住宅底商, 写字楼商铺,地铁沿线",东门町,,东门町案场房源已经全部售罄后期无加推,在售,
[请选择]相城春申湖路与御窑路交汇处(相城实验中学正对面),,"市场类商铺,不限购",悦邻中心,400-890-0000 转 649225,悦邻中心10000元/平方米,在售,10000元/㎡起
[请选择]吴江七都镇环湖路1883号(常增路与环湖路交汇处),63~116平米,"购物中心,酒店式公寓",太湖明珠南泊湾,400-890-0000 转 624582,1居/2居,在售,10000元/㎡起
